FeatureID,Raw_P,Q_value,LSMean_1,LSMean_1_LCL,LSMean_1_UCL,LSMean_2,LSMean_2_LCL,LSMean_2_UCL,L2FC,FC,ChemicalName,SuperPathway,SubPathway
S100021097,0.0795,0.2909,0.127321185,-0.31092379,0.5655661596,-0.714086911,-1.485173327,0.0569995054,-1.213895287,0.4311030614,branched-chain fatty acid 16:0**,Lipid,"Fatty Acid, Branched"
S100021105,0.9735,0.9866,-0.007688259,-0.271339922,0.2559634045,0.0016048171,-0.462286905,0.4654965396,0.0134070744,1.0093363905,eicosenedioate (C20:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate"
S100021107,0.002,0.0425,-1.213369598,-1.574727773,-0.852011422,0.0932815822,-0.542523496,0.7290866603,1.8850991773,3.6937831614,glu-gly-asn-val**,Peptide,Polypeptide
S100021123,0.5542,0.7708,-0.060616456,-0.276925631,0.15569272,0.0757396184,-0.304853604,0.4563328408,0.1967202319,1.1460899139,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism
S100021131,0.4489,0.7004,0.1164862645,-0.134058182,0.3670307105,-0.086157193,-0.526986935,0.354672549,-0.292352711,0.8165693314,undecenoylcarnitine (C11:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"
S100021138,0.0737,0.2797,0.0837401022,-0.211931248,0.3794114528,-0.495836973,-1.016066925,0.0243929791,-0.836152972,0.5601352115,4-methylnonanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"
S100021141,0.2206,0.4859,-0.376913952,-0.571031042,-0.182796863,-0.120631191,-0.462177723,0.22091534,0.3697378684,1.2921180369,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"
S100021162,0.3672,0.6339,-0.019641283,-0.180743273,0.1414607062,0.135868641,-0.147588245,0.4193255269,0.2243533966,1.1682535301,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),Lipid,Ceramide PEs
S100021198,0.4225,0.6815,0.0506058885,-0.317001644,0.4182134209,0.3657686058,-0.281032136,1.0125693478,0.4546836893,1.370482294,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine)
S100021208,0.5551,0.7708,-0.235798799,-0.835256151,0.3636585541,-0.612823265,-1.667560794,0.4419142644,-0.543931328,0.6858992923,4-vinylcatechol sulfate,Xenobiotics,Benzoate Metabolism
S100021220,0.258,0.5296,0.0895237855,-0.26393873,0.4429863011,0.5195225508,-0.102390215,1.1414353169,0.6203570862,1.5372556254,succinoyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100021223,0.3708,0.6375,0.0804891791,-0.214667926,0.375646284,0.3632359006,-0.156089243,0.8825610439,0.4079172928,1.3267690771,hexanoyltaurine,Lipid,Endocannabinoid
S100021232,0.5137,0.7471,-0.061796328,-0.455337866,0.3317452102,-0.335875687,-1.028306979,0.3565556051,-0.395412933,0.7602717381,isocaproyltaurine,Lipid,Endocannabinoid
S100021233,0.2391,0.5049,0.0101163319,-0.324413763,0.3446464267,0.4341339684,-0.154467446,1.022735383,0.6117281415,1.5280885438,azeloyltaurine,Lipid,Endocannabinoid
S100021261,0.4131,0.6756,-0.480215329,-0.88349868,-0.076931979,-0.127327746,-0.836899633,0.5822441408,0.5091091665,1.4231711463,leucylhydroxyproline*,Peptide,Dipeptide Derivative
S100021262,0.6122,0.8045,-0.26670664,-0.598850968,0.0654376879,-0.445980644,-1.030384332,0.1384230447,-0.258637716,0.8358768348,isoleucylhydroxyproline*,Peptide,Dipeptide Derivative
S100021324,0.9703,0.9863,-0.014610094,-0.30958864,0.2803684527,-0.002936669,-0.521947641,0.5160743024,0.0168411911,1.0117418245,"3,5-dichloro-2,6-dihydroxybenzoic acid",Xenobiotics,Chemical
S100021360,0.0031,0.0569,-0.455403939,-0.892867201,-0.017940677,1.0474788038,0.2777678003,1.8171898073,2.1682014803,4.4946272676,n-propanol glucuronide,Xenobiotics,Chemical
S100021363,0.855,0.9394,-0.254136174,-0.801279467,0.293007119,-0.147930427,-1.110622039,0.8147611848,0.1532225043,1.1120506539,vanillic acid glycine,Xenobiotics,Food Component/Plant
S100021372,0.3043,0.5746,-0.10668379,-0.378213185,0.1648456052,0.1926243736,-0.285128117,0.6703768642,0.431810403,1.3489252488,2-hydroxy-4-(methylthio)butanoic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100021374,0.0564,0.2352,-0.571124454,-1.036055271,-0.106193638,-1.547801006,-2.36584082,-0.729761193,-1.409046418,0.3765605008,branched chain 14:0 dicarboxylic acid**,Lipid,"Fatty Acid, Dicarboxylate"
S100021467,0.4387,0.6948,-0.194345932,-0.626227955,0.2375360914,0.1629795278,-0.596911357,0.9228704127,0.5155116686,1.4295010391,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules
S100021478,0.1922,0.4644,0.0670998518,-0.287759522,0.4219592255,0.5668420937,-0.057528427,1.1912126139,0.7209756541,1.6482963541,1-methyl-5-imidazolelactate,Amino Acid,Histidine Metabolism
S100021502,0.4293,0.687,-0.463905733,-0.800963387,-0.126848078,-0.748576309,-1.341624933,-0.155527686,-0.410692829,0.7522620263,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid
S100021503,0.0076,0.0954,-0.440646034,-0.908948683,0.0276566159,0.9863310398,0.1623585295,1.8103035501,2.0586927474,4.1660863649,N-carbamoylputrescine,Amino Acid,Polyamine Metabolism
S100021666,0.0204,0.1411,0.0220769444,-0.438861627,0.4830155158,-1.175267219,-1.986282728,-0.36425171,-1.727402486,0.3019951978,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",Partially Characterized Molecules,Partially Characterized Molecules
S100021707,0.7793,0.9066,-0.091652303,-0.3608974,0.177592795,-0.011459917,-0.485193216,0.4622733815,0.1156931569,1.0834954965,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",Xenobiotics,Chemical
S100021727,0.0945,0.314,-0.32554799,-0.717363267,0.0662672865,-1.040897036,-1.730290994,-0.351503078,-1.032030521,0.4890213913,"cis-3,4-methyleneheptanoate",Lipid,"Fatty Acid, Branched"
S100021728,0.1464,0.3992,0.2082083614,-0.100614592,0.5170313153,-0.278129402,-0.821499431,0.2652406277,-0.701637079,0.6148740905,"cis-3,4-methyleneheptanoylcarnitine",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"
S100021784,0.8847,0.951,-0.184551994,-0.424586975,0.0554829873,-0.147578262,-0.569916735,0.2747602106,0.0533418192,1.0376657627,4-chlorobenzoic acid,Xenobiotics,Chemical
S100021839,0.4587,0.707,-0.153737178,-0.660490934,0.3530165778,-0.554673126,-1.446299865,0.336953613,-0.578428304,0.6696929549,2-methoxyhydroquinone sulfate (1),Xenobiotics,Benzoate Metabolism
S100021918,0.742,0.8868,-0.039218742,-0.23791491,0.1594774252,0.0303333753,-0.319269985,0.3799367358,0.1003424954,1.0720279315,"2,4-di-tert-butylphenol",Xenobiotics,Chemical
S100021992,0.0195,0.1388,0.0377130654,-0.385565089,0.4609912194,-1.071077599,-1.815830087,-0.326325112,-1.599646794,0.3299577494,"cis-3,4-methyleneheptanoylglycine",Lipid,Fatty Acid Metabolism (Acyl Glycine)
S100022004,0.8194,0.9221,-0.137666272,-0.321373369,0.0460408263,-0.093097761,-0.416328045,0.2301325232,0.0642987691,1.0455766072,"bilirubin degradation product, C16H18N2O5 (2)**",Partially Characterized Molecules,Partially Characterized Molecules
S100022005,0.2622,0.5342,-0.58727865,-1.074788194,-0.099769107,0.0004103234,-0.857356471,0.8581771174,0.8478559679,1.7998241644,"bilirubin degradation product, C17H18N2O4 (1)**",Partially Characterized Molecules,Partially Characterized Molecules
S100022006,0.265,0.5342,-0.33210735,-0.7453925,0.0811778001,0.1631659795,-0.564003945,0.8903359042,0.7145283762,1.6409466967,"bilirubin degradation product, C17H18N2O4 (2)**",Partially Characterized Molecules,Partially Characterized Molecules
S100022007,0.2116,0.4837,-0.384039291,-0.787424503,0.0193459208,0.1593941676,-0.550356943,0.8691452781,0.7840087559,1.7219088271,"bilirubin degradation product, C17H18N2O4 (3)**",Partially Characterized Molecules,Partially Characterized Molecules
S100022009,0.6015,0.7992,-0.149720077,-0.450785771,0.1513456162,0.0177032661,-0.512017963,0.5474244954,0.2415408273,1.1822546591,"bilirubin degradation product, C17H20N2O5 (2)**",Partially Characterized Molecules,Partially Characterized Molecules
S100022041,0.671,0.8484,0.0243209913,-0.128413246,0.1770552291,0.0933548129,-0.175379121,0.3620887467,0.099594752,1.0714724474,"N,N-dimethyl-pro-pro",Peptide,Modified Peptides
S100022120,0.0129,0.1193,-0.055938251,-0.316002176,0.2041256742,0.6742428053,0.2166636616,1.131821949,1.053428589,2.0754563483,oxindolylalanine,Amino Acid,Tryptophan Metabolism
S100022172,0.4218,0.6815,0.0927721733,-0.385946149,0.5714904953,-0.31827206,-1.160570813,0.524026692,-0.593011478,0.6629576059,perfluorohexanesulfonate (PFHxS),Xenobiotics,Chemical
S1001,0.2576,0.5296,-0.105791044,-0.378072763,0.1664906748,0.2257614094,-0.253314786,0.7048376044,0.4783290806,1.393129219,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism
S1002,0.1585,0.4223,-0.020353678,-0.171272428,0.1305650712,0.210123528,-0.055416078,0.4756631335,0.3325083224,1.259200765,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
S1004,0.2505,0.5185,-0.049242302,-0.344362779,0.2458781745,0.3156121396,-0.203648557,0.8348728358,0.5263736936,1.4403043446,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
S1021,0.7049,0.8702,0.0132641145,-0.084139539,0.110667768,-0.025965576,-0.197346056,0.145414904,-0.05659648,0.9615298296,5-oxoproline,Amino Acid,Glutathione Metabolism
S1022,0.2971,0.5708,0.0722893118,-0.11705672,0.2616353433,-0.139622939,-0.472774855,0.1935289769,-0.305724753,0.8090356867,picolinate,Amino Acid,Tryptophan Metabolism
S1023,0.2379,0.5041,0.0726888031,-0.147106009,0.2924836148,-0.206647048,-0.593373203,0.1800791061,-0.402996447,0.756285861,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism"
S1024,0.0563,0.2352,-0.153300583,-0.362467712,0.0558665464,0.286233144,-0.081793739,0.6542600275,0.6341131282,1.5519834018,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism
S1025,0.8288,0.9241,0.0156101427,-0.252858634,0.2840789198,0.0772986499,-0.395068723,0.5496660225,0.0889977035,1.0636309798,pipecolate,Amino Acid,Lysine Metabolism
S1026,0.3794,0.647,-0.09412637,-0.376895772,0.1886430324,0.1718524415,-0.325676698,0.6693815808,0.3837263121,1.3047074134,phosphoethanolamine,Lipid,Phospholipid Metabolism
S1049,0.2643,0.5342,-0.078313324,-0.255184446,0.0985577982,0.1339741197,-0.177228353,0.4451765926,0.3062660424,1.2365032592,5-methylcytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing"
S1052,0.0088,0.1002,-0.027199535,-0.127611166,0.0732120949,0.271979684,0.0953067075,0.4486526606,0.4316243761,1.3487513241,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
S1053,0.2461,0.5122,0.0244633296,-0.063447274,0.1123739331,-0.08527377,-0.23995135,0.0694038107,-0.158317169,0.8960696819,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing"
S1082,0.1775,0.4476,-0.021841374,-0.229911097,0.1862283487,0.2815133015,-0.084582709,0.6476093123,0.4376482862,1.3543947501,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S1083,0.1128,0.3459,-0.000494613,-0.124215854,0.1232266272,0.2130878252,-0.004598112,0.4307737621,0.3081343247,1.2381055615,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S1084,0.8815,0.9495,-0.014196459,-0.111123552,0.0827306333,-0.029548929,-0.200090907,0.140993048,-0.022148932,0.9847647784,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S1087,0.2437,0.5094,-0.186883087,-0.552660546,0.1788943723,0.2720529251,-0.371527827,0.9156336771,0.6621047089,1.582389446,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid
S1090,0.0528,0.2257,0.0882358735,-0.176245816,0.3527175626,-0.476256038,-0.94160818,-0.010903896,-0.814389681,0.5686489974,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism
S1094,0.0711,0.2747,0.0466174027,-0.150120556,0.2433553615,-0.34283368,-0.688991597,0.0033242374,-0.561859145,0.677428625,thyroxine,Amino Acid,Tyrosine Metabolism
S1099,0.1464,0.3992,-0.09864349,-0.319502383,0.1222154023,0.2491596017,-0.139438789,0.6377579927,0.501773796,1.4159534097,guanosine,Nucleotide,"Purine Metabolism, Guanine containing"
S1102,0.9331,0.9741,0.0143692061,-0.143576945,0.172315357,0.0002896115,-0.277614617,0.2781938397,-0.020312561,0.9860190593,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid
S1104,0.6108,0.8045,-0.228657548,-0.661872171,0.2045570749,-0.463386613,-1.225622189,0.2988489638,-0.338642458,0.790785072,methyl indole-3-acetate,Xenobiotics,Food Component/Plant
S1105,0.8578,0.9398,-0.042494585,-0.165698253,0.0807090841,-0.065943924,-0.2827192,0.1508313521,-0.033830246,0.9768234598,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism
S111,0.0131,0.1193,-0.02602016,-0.210895491,0.1588551708,0.4919993213,0.1667135458,0.8172850968,0.747344137,1.6786996594,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S1110,0.6122,0.8045,-0.002621409,-0.089602926,0.0843601078,0.0443209321,-0.108721932,0.197363796,0.0677234826,1.0480615772,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism
S1113,0.1866,0.4587,-0.024783607,-0.234827762,0.1852605474,0.2749027917,-0.094667206,0.6444727898,0.4323560815,1.3494355567,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism
S1114,0.0874,0.2951,0.0645557667,-0.442112914,0.5712244474,1.0113450464,0.1198679962,1.9028220966,1.3659281985,2.5774209821,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing"
S112,0.1082,0.3392,0.0174439321,-0.21405715,0.2489450145,0.4225595176,0.0152363301,0.8298827051,0.5844582461,1.4994758076,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism
S1123,0.0316,0.1771,-1.109594624,-1.773171783,-0.446017464,0.4759057381,-0.69164977,1.6434612458,2.287393509,4.8817333995,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism
S1124,0.0405,0.2053,0.1325792209,0.0178992044,0.2472592373,-0.127517102,-0.329295121,0.0742609174,-0.375239675,0.7709773197,citrate,Energy,TCA Cycle
S1128,0.217,0.4859,-0.058717256,-0.251802359,0.1343678465,0.1982473222,-0.141483442,0.5379780859,0.370721523,1.2929993259,2-aminobutyrate,Amino Acid,Glutathione Metabolism
S1134,0.1003,0.3239,0.1390572888,-0.036943551,0.3150581286,-0.176457395,-0.486128617,0.133213827,-0.45519147,0.7294133603,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
S1135,0.329,0.5981,-0.304184287,-0.674413522,0.0660449485,0.0832237374,-0.568189857,0.7346373324,0.5589116356,1.4731574529,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism
S1136,0.0002,0.0104,-0.982129602,-1.387331872,-0.576927333,0.8708260029,0.1578778032,1.5837742027,2.6732498628,6.3786444448,valerate (5:0),Lipid,Short Chain Fatty Acid
S1137,0.7586,0.8947,-0.00315322,-0.241904457,0.2355980182,-0.081151975,-0.501231718,0.3389277683,-0.112528417,0.924965578,oleoyl ethanolamide,Lipid,Endocannabinoid
S1140,0.1512,0.408,0.0017877025,-0.110393784,0.1139691893,-0.172718186,-0.370100075,0.0246637022,-0.25175878,0.8398719085,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid
S1141,0.328,0.5973,0.0640008061,-0.23916062,0.3671622326,-0.253895573,-0.787304217,0.279513072,-0.458627529,0.7276781875,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism
S1143,0.0001,0.003,-0.288894465,-0.499139201,-0.078649728,0.9302165575,0.5602936376,1.3001394774,1.7588054261,3.384177937,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid
S1162,0.124,0.3614,-0.052315833,-0.308061969,0.2034303026,0.3752990799,-0.074682968,0.825281128,0.6169179144,1.5335953996,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism
S1206,0.2395,0.5049,-0.005939873,-0.228108601,0.2162288551,-0.287302731,-0.678205761,0.103600299,-0.4059208,0.7547544171,isocitrate,Energy,TCA Cycle
S1215,0.918,0.968,-0.187768822,-0.559301269,0.1837636259,-0.228381586,-0.882088166,0.4253249939,-0.058591834,0.960200882,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism
S1221,0.0023,0.0441,-0.237436065,-0.511999156,0.0371270262,0.7398171682,0.256726928,1.2229074085,1.4098783934,2.6571476443,creatine,Amino Acid,Creatine Metabolism
S1231,0.4365,0.6925,-0.048474428,-0.310409085,0.2134602281,0.1692764594,-0.291594212,0.6301471306,0.3141481261,1.2432773136,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S1235,0.3449,0.6104,-0.069722875,-0.179685095,0.0402393442,0.0415635254,-0.151913591,0.2350406416,0.1605523387,1.1177149756,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid
S1239,0.1853,0.4585,0.0116307143,-0.16561481,0.1888762386,0.2653361198,-0.046525109,0.5771973482,0.3660195304,1.2887920773,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy"
S1242,0.5046,0.7399,-0.038646533,-0.141128588,0.0638355219,0.0342987326,-0.146017129,0.2146145947,0.1052377728,1.075671659,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing"
S1254,0.172,0.4412,0.0808273993,-0.110290528,0.2719453268,-0.201530121,-0.537799665,0.1347394226,-0.407355795,0.7540040643,glycerol,Lipid,Glycerolipid Metabolism
S1256,0.0002,0.0109,-0.149472344,-0.268211643,-0.030733045,0.3865591719,0.1776388969,0.5954794468,0.7733300093,1.7092104104,choline,Lipid,Phospholipid Metabolism
S1258,0.681,0.8532,0.0647488426,-0.164245112,0.2937427973,0.1648812184,-0.23803071,0.5677931468,0.1444604819,1.1053172256,anthranilate,Amino Acid,Tryptophan Metabolism
S1261,0.2238,0.4877,-0.235613286,-0.875732347,0.4045057747,0.6035389883,-0.522742296,1.7298202723,1.210640825,2.3144041655,12-HHTrE,Lipid,Eicosanoid
S1268,0.0031,0.0569,-0.034902772,-0.20673665,0.1369311056,0.5541363085,0.2517968031,0.8564758139,0.8498037604,1.8022557604,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid
S1308,0.1503,0.4076,-0.30857335,-1.021590331,0.4044436321,0.8032162851,-0.451327956,2.0577605266,1.6039733927,3.03979365,thromboxane B2,Lipid,Eicosanoid
S1312,0.0836,0.2941,-0.199959156,-0.477491053,0.0775727404,0.3253637969,-0.162950018,0.8136776121,0.7578808193,1.6910048754,nicotinamide ribonucleotide (NMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
S1342,0.0687,0.2682,0.0302762528,-0.109187201,0.169739707,-0.248369591,-0.493753751,-0.00298543,-0.402000977,0.7568078841,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism
S136,0.0189,0.1388,-0.287917231,-1.090507664,0.5146732006,1.8266368989,0.4144893196,3.2387844782,3.0506567576,8.2858905156,cholate,Lipid,Primary Bile Acid Metabolism
S144,0.2193,0.4859,-0.051918041,-0.345689743,0.241853661,0.3370900522,-0.179797492,0.8539775965,0.5612200466,1.4755164926,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism
S1442,0.2827,0.5563,0.0287688402,-0.173759899,0.2312975797,0.2624829218,-0.0938638,0.6188296435,0.3371781466,1.2632832447,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S1489,0.5654,0.7723,-0.068780811,-0.253964595,0.1164029737,0.0446293756,-0.28119912,0.3704578713,0.1636163137,1.1200912851,palmitoyl ethanolamide,Lipid,Endocannabinoid
S1506,0.3881,0.6533,-0.169180403,-0.437245879,0.0988850729,0.0783241262,-0.393333643,0.5499818954,0.3570735567,1.2808251633,N-linoleoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine)
S1518,0.0394,0.203,-0.042592665,-0.232930843,0.1477455119,0.3918221071,0.0569245237,0.7267196905,0.6267280379,1.5440591685,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides
S1526,0.1029,0.3296,-0.201865894,-0.583646456,0.1799146668,0.4769231575,-0.194814847,1.1486611621,0.9792855991,1.9714889155,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE)
S1528,0.0485,0.2223,0.0943344399,-0.047603298,0.2362721776,-0.214751185,-0.464488815,0.0349864457,-0.445916298,0.7341179088,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI)
S1537,0.1415,0.392,-0.033143507,-0.117565155,0.0512781407,0.1015022597,-0.047036547,0.2500410669,0.1942527799,1.1441314231,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC)
S1538,0.6813,0.8532,0.009050492,-0.134381475,0.1524824595,0.071726074,-0.180640635,0.3240927825,0.0904217512,1.0646813813,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins
S1539,0.0111,0.1108,-0.033317905,-0.112923236,0.0462874257,0.1955574481,0.0554928883,0.335622008,0.3301973375,1.2571853255,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC)
S1547,0.0281,0.1672,-0.132861736,-0.341959297,0.076235826,0.3787227627,0.0108182828,0.7466272425,0.7380604187,1.6679319376,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides
S158,0.8859,0.9513,0.0018024368,-0.136456336,0.1400612097,0.0228824863,-0.220382053,0.2661470253,0.0304120828,1.0213038032,"5,6-dihydrothymine",Nucleotide,"Pyrimidine Metabolism, Thymine containing"
S1628,0.0109,0.1108,-1.378303817,-1.886120687,-0.870486948,0.0869426059,-0.806554668,0.9804398796,2.1139037485,4.328609779,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism
S1629,0.0015,0.0363,-1.33408226,-2.082227285,-0.585937236,1.4657516269,0.1494000453,2.7821032086,4.0393064647,16.441915335,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism
S1648,0.0017,0.0379,-1.447672532,-2.154149716,-0.741195348,1.1588997655,-0.084137785,2.4019373161,3.7604889276,13.552517151,taurocholate,Lipid,Primary Bile Acid Metabolism
S1668,0.0063,0.0903,-1.78688553,-2.557016107,-1.016754952,0.6210202487,-0.734014632,1.9760551295,3.4738737255,11.110668562,taurodeoxycholate,Lipid,Secondary Bile Acid Metabolism
S171,0.1087,0.3396,-0.041258738,-0.299564212,0.2170467355,0.4100574942,-0.044427677,0.8645426652,0.6511116908,1.5703778084,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
S172,0.023,0.1496,-0.284825612,-0.579102561,0.0094513378,0.4631540291,-0.054622492,0.98093055,1.0791065182,2.1127272335,guanine,Nucleotide,"Purine Metabolism, Guanine containing"
S179,0.8987,0.9582,-0.04136245,-0.412732475,0.3300075749,-0.091575811,-0.74499661,0.5618449881,-0.072442567,0.9510264907,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy"
S180,0.6983,0.8642,-0.034695975,-0.283386695,0.2139947461,0.0678355074,-0.369732628,0.5054036432,0.1479216606,1.1079721825,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S181,0.6132,0.8045,0.1196504285,-0.106420098,0.3457209555,0.2413332765,-0.156434918,0.6391014714,0.1755512413,1.1293958548,laurate (12:0),Lipid,Medium Chain Fatty Acid
S182,0.0251,0.1595,-0.221137183,-0.417652625,-0.02462174,0.2703881729,-0.075378229,0.6161545749,0.7091211927,1.6348079823,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
S1869,0.9689,0.9859,-0.0864804,-0.393946462,0.2209856617,-0.099211079,-0.640193674,0.4417715159,-0.018366488,0.9873500131,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism
S189,0.3142,0.5822,-0.039526534,-0.176767577,0.0977145088,0.1086434542,-0.132830402,0.3501173099,0.213764107,1.1597100165,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism
S192,0.323,0.5911,0.1125591322,-0.081446729,0.3065649934,-0.093057158,-0.434407985,0.2482936679,-0.296641603,0.8141454116,N-acetylputrescine,Amino Acid,Polyamine Metabolism
S194,0.4738,0.7149,-0.005817857,-0.092840142,0.0812044276,-0.072348566,-0.225463161,0.0807660284,-0.095983524,0.9356341828,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S197,0.2478,0.5147,0.0667876811,-0.21930423,0.3528795921,0.4226074827,-0.080767568,0.9259825337,0.5133394633,1.4273503189,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S2029,0.7957,0.9164,-0.147680384,-0.444685413,0.1493246442,-0.065947184,-0.588523725,0.4566293576,0.1179160833,1.0851662496,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate"
S2050,0.7359,0.8835,0.1433475619,-0.388884316,0.6755794396,0.334247204,-0.602207964,1.2707023719,0.275409967,1.2103379791,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S2051,0.2161,0.4859,-0.000563306,-0.127348803,0.1262221906,0.168518058,-0.054559399,0.3915955147,0.2439328455,1.1842164877,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S2054,0.0076,0.0954,0.1812925673,0.0219058322,0.3406793024,-0.304144727,-0.584583645,-0.023705809,-0.700337978,0.6154280146,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S209,0.6414,0.8272,-0.897959794,-2.034146154,0.2382265654,-1.461183475,-3.460288814,0.5379218637,-0.812560011,0.5693706331,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing"
S212,0.2288,0.4929,0.042733617,-0.103732778,0.1892000124,-0.147157937,-0.404863683,0.1105478083,-0.273955604,0.8270488191,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism
S213,0.2205,0.4859,-0.176263555,-0.381384544,0.028857434,0.0945901317,-0.266317619,0.4554978828,0.3907592705,1.3110832274,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing"
S218,0.1363,0.3815,-0.098281735,-0.369593342,0.1730298718,0.3404973492,-0.136871946,0.8178666445,0.633024409,1.5508126507,allantoic acid,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing"
S229,0.0081,0.098,-0.208275626,-0.462486567,0.0459353156,0.5578072765,0.1105263829,1.0050881701,1.1052240042,2.1513227863,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
